,age,weight,height,gender,activity,kcal,breakfast,breakfast_kcal,lunch,lunch_kcal,dinner,dinner_kcal,total_kcal,workout,workout_kcal,label
2031-11-19 22:20:03.210235,23,75,176,male,heavy,3001.5,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",359,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",69,"FISH,POLLOCK,ALASKA,UNTREATED,CKD",80,508,Circuit Training,630.0000000000001,1
2031-11-20 22:20:03.210235,23,75,176,male,heavy,3001.5,"PIE,APPL,COMMLY PREP,ENR FLR",237,"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D",48,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",276,561,Stretching/Yoga,270.0,0
2031-11-21 22:20:03.210235,23,75,176,male,mid,2697.0,"RICE,BROWN,MEDIUM-GRAIN,CKD",112,"PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,CKD,RSTD",317,"SUGAR,TURBINADO",399,828,"Calisthenics (push-ups, etc.)",360.0,0
2031-11-22 22:20:03.210235,23,75,176,male,low,2088.0,"PEPPERS,SWT,GRN,FREEZE-DRIED",314,KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT),108,BUCKWHEAT,343,765,Playing with Kids (sitting),180.0,0
2031-11-23 22:20:03.210235,23,75,176,male,light,2392.5,"SILK LT VANILLA,SOYMILK",33,"PORK,FRSH,LEG (HAM),SHANK HALF,LN,CKD,RSTD",175,"PORK,FRSH,BACKRIBS,LN&FAT,RAW",224,432,Standing (very light),180.0,0
2031-11-24 22:20:03.210235,23,75,176,male,heavy,3001.5,"CANDIES,SOFT FRUIT & NUT SQUARES",390,"CAMPBELL'S CHUNKY SOUPS,BBQ SEASONED PORK SOUP",68,"JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES",469,927,Aerobics (high impact),540.0,0
2031-11-25 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O",24,"RAISINS,SEEDED",296,"CAMPBELL'S SEL SOUP,MEDITERRANEAN MEATBALL BOWTIE PASTA SOUP",49,369,"Cycling (light, <10 mph)",540.0,1
2031-11-26 22:20:03.210235,23,75,176,male,mid,2697.0,"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",198,"CHERRIES,SOUR,RED,CND,EX HVY SYRUP PK,SOL&LIQUIDS",114,"BEANS,SML WHITE,MATURE SEEDS,RAW",336,648,Kayaking (leisure),180.0,0
2031-11-27 22:20:03.210235,23,75,176,male,mid,2697.0,"SWEETENERS,FOR BAKING,CONTAINS SUGAR & SUCRALOSE",398,"CHICKEN,CORNISH GAME HENS,MEAT&SKN,CKD,RSTD",259,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW",129,786,"Cycling (stationary, 150W)",540.0,0
2031-11-28 22:20:03.210235,23,75,176,male,heavy,3001.5,"VERMICELLI,MADE FROM SOY",331,"SPAGHETTI,CKD,ENR,WO/ SALT",158,"CEREALS RTE,WHEAT GERM,TSTD,PLN",382,871,"Sexual Activity (kissing, hugs)",90.0,0
2031-11-29 22:20:03.210235,23,75,176,male,heavy,3001.5,"CHOCOLATE,DK,45- 59% CACAO SOL",546,"CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)",99,"LEAVENING AGENTS,YEAST,BAKER'S,ACTIVE DRY",325,970,"Cycling (stationary, 100W)",405.0,0
2031-11-30 22:20:03.210235,23,75,176,male,low,2088.0,"GAME MEAT,BEAR,RAW",161,"HORMEL ALWAYS TENDER,CNTR CUT CHOPS,FRSH PORK",167,"CAMPBELL'S SOUP AT HAND,NEW ENGLAND CLAM CHOWDER",40,368,Racquetball (recreational),315.00000000000006,0
2031-12-01 22:20:03.210235,23,75,176,male,mid,2697.0,"WALNUTS,ENGLISH",654,"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP",196,"LAMB,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD",220,1070,"Mowing Lawn (walking, power)",360.0,0
2031-12-02 22:20:03.210235,23,75,176,male,mid,2697.0,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRSD",200,"SALMON,CHINOOK,SMOKED",117,"FRANKFURTER,PORK",269,586,Bathing/Dressing,180.0,0
2031-12-03 22:20:03.210235,23,75,176,male,light,2392.5,"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ",235,"CHICKEN,CND,MEAT ONLY,W/BROTH",165,"KEEBLER,SWT CREMES COOKIES",469,869,Running 5.5 mph (11 min/mile),630.0000000000001,0
2031-12-04 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",28,"CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER",366,"BREAD,PITA,WHITE,ENRICHED",275,669,Bathing/Dressing,180.0,0
2031-12-05 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD",167,"FISH,SALMON,PINK,CND,DRND SOL",138,"PUDDINGS,CHOC,DRY MIX,INST",378,683,Sitting Activities (very light),135.0,0
2031-12-06 22:20:03.210235,23,75,176,male,mid,2697.0,"CEREALS RTE,GENERAL MILLS,BERRY BURST CHEERIOS,TRIPLE BERRY",378,"POPCORN,OIL-POPPED",583,"KEEBLER,TOWN HOUSE,TOPPERS,ORIGINAL CRACKERS",483,1444,Kayaking (leisure),180.0,0
2031-12-07 22:20:03.210235,23,75,176,male,heavy,3001.5,"CORN,YELLOW",365,"YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",43,"PEPPERS,SWT,GRN,CKD,BLD,DRND,WO/SALT",28,436,Trimming (manual),315.00000000000006,0
2031-12-08 22:20:03.210235,23,75,176,male,low,2088.0,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",153,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN,CKD,RSTD",116,"BABYFOOD,JUC,ORANGE&BANANA",50,319,Swimming (moderate),630.0000000000001,1
2031-12-09 22:20:03.210235,23,75,176,male,mid,2697.0,"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT",131,"FAST FOODS,BISCUIT,W/EGG&BACON",305,"CEREALS RTE,GENERAL MILLS,FIBER ONE,FRSTD SHREDDED WHEAT",321,757,Swimming (light),450.0,0
2031-12-10 22:20:03.210235,23,75,176,male,light,2392.5,"PORK,GROUND,84% LN / 16% FAT,RAW",218,"ORANGE DRK,CND,W/ ADDED VIT C",49,"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,CHC,RW",199,466,Standing (very light),180.0,0
2031-12-11 22:20:03.210235,23,75,176,male,heavy,3001.5,"ONIONS,RAW",40,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE",260,"USDA CMDTY,MXD FRUIT (PEACH,PEAR,GRAPE),CND,LT SYR,SOL & LIQ",55,355,Washing Car,315.00000000000006,0
2031-12-12 22:20:03.210235,23,75,176,male,heavy,3001.5,"GIRL SCOUTS,CARAMEL DULCE DE LECHE COOKIES",520,"BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN",390,"WHEAT,SPROUTED",198,1108,Child Care (sitting),225.0,0
2031-12-13 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",86,"COLLARDS,CKD,BLD,DRND,W/SALT",33,"ICE CREAMS,BREYERS,ALL NAT LT VANILLA",162,281,"Cycling (stationary, 100W)",405.0,1
2031-12-14 22:20:03.210235,23,75,176,male,light,2392.5,"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD",147,"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",416,"CAKE,YEL,DRY MIX,REG,UNENR",432,995,Raking Leaves,315.00000000000006,0
2031-12-15 22:20:03.210235,23,75,176,male,heavy,3001.5,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,VEG BF SOUP",34,"BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW",143,"PUMPKIN,RAW",26,203,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2031-12-16 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CORNSALAD,RAW",21,"BABYFOOD,VEG,SWT POTATOES,STR",57,"KASHI PIZZA,MARGHERITA",230,308,Racquetball (recreational),315.00000000000006,1
2031-12-17 22:20:03.210235,23,75,176,male,light,2392.5,"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",19,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD STRAWBERRY MILKSHAK",397,"CHEESE,CREAM",342,758,Running 5.5 mph (11 min/mile),630.0000000000001,0
2031-12-18 22:20:03.210235,23,75,176,male,low,2088.0,"CAMPBELL BOWLS,98% FAT FREE NEW ENGLAND CLAM CHOWDER",45,"BABYFOOD,JUC,APPL - CHERRY",47,"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",422,514,Rowing (200W),945.0,1
2031-12-19 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BREAD,WHITE,COMMLY PREP,TSTD,LO NA NO SALT",293,"SOUP,CRM OF SHRIMP,CND,COND",72,"OIL,SUNFLOWER,HI OLEIC (70% & OVER)",884,1249,Swimming (light),450.0,0
2031-12-20 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"GOAT,RAW",109,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD",136,"TOPPINGS,STRAWBERRY",254,499,"Cycling (stationary, 150W)",540.0,1
2031-12-21 22:20:03.210235,23,75,176,male,light,2392.5,"DOMINO'S 14"" SAUSAGE PIZZA,ULTIMATE DEEP DISH CRUST",277,"BANANAS,RAW",89,"SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O",4,370,"Mowing Lawn (walking, power)",360.0,0
2031-12-22 22:20:03.210235,23,75,176,male,mid,2697.0,"TURKEY,MECHANICALLY DEBONED,FROM TURKEY FRAMES,RAW",201,"CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",274,"KEEBLER,WAFFLE CONES",424,899,Trimming (manual),315.00000000000006,0
2031-12-23 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",201,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN&FAT,1/8""FAT,RAW",254,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT,NO NA",72,527,Running 5.5 mph (11 min/mile),630.0000000000001,1
2031-12-24 22:20:03.210235,23,75,176,male,mid,2697.0,"VEAL,LOIN,LN&FAT,RAW",163,"POTATOES,MSHD,PREP FROM GRANULES,WO/MILK,WHL MILK&MARGARINE",108,"CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS",20,291,Playing with Kids (sitting),180.0,0
2031-12-25 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"INF FORMULA,ABBOTT NUTR,SIMILAC,ISOMIL,W/ IRON,LIQ CONC",128,"SALMON,CHINOOK,CKD,DRY HEAT",231,"CEREALS RTE,GENERAL MILLS,CHEERIOS",371,730,Weight Training (hard),450.0,0
2031-12-26 22:20:03.210235,23,75,176,male,low,2088.0,"PACE,ORGANIC PICANTE SAU",25,"TORTILLAS,RTB OR -FRY,FLR,REFR",301,"MILK,INDIAN BUFFALO,FLUID",97,423,Trimming (manual),315.00000000000006,0
2031-12-27 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FAST FOODS,HUSH PUPPIES",296,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,FLR",332,SILK HAZELNUT CREAMER,133,761,Child Care (sitting),225.0,0
2031-12-28 22:20:03.210235,23,75,176,male,light,2392.5,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT",111,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",285,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",276,672,Playing with Kids (sitting),180.0,0
2031-12-29 22:20:03.210235,23,75,176,male,light,2392.5,"BOYSENBERRIES,FRZ,UNSWTND",50,"POTATOES,HASHED BROWN,FRZ,PLN,UNPREP",82,"MOUNTAIN YAM,HAWAII,CKD,STMD,WO/SALT",82,214,Volleyball (recreational),225.0,1
2031-12-30 22:20:03.210235,23,75,176,male,heavy,3001.5,"SAUCE,FISH,READY-TO-SERVE",35,"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",241,"VITASOY USA AZUMAYA,EX FIRM TOFU",88,364,Trimming (manual),315.00000000000006,0
2031-12-31 22:20:03.210235,23,75,176,male,light,2392.5,"CHEESE,PARMESAN,DRY GRATED,RED FAT",265,"SHORTENING,HOUSEHOLD,PARTIALLY HYDROG SOYBN -COTTONSEED",884,"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",48,1197,Laundry Folding/Making Bed,180.0,0
2032-01-01 22:20:03.210235,23,75,176,male,heavy,3001.5,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",111,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",230,"DANDELION GRNS,CKD,BLD,DRND,W/SALT",33,374,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2032-01-02 22:20:03.210235,23,75,176,male,heavy,3001.5,"OCTOPUS,COMMON,RAW",82,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",179,"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",33,294,Playing with Kids (standing),225.0,0
2032-01-03 22:20:03.210235,23,75,176,male,light,2392.5,"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",900,"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",69,"DOMINO'S 14"" CHS PIZZA,ULTIMATE DEEP DISH CRUST",265,1234,Swimming (light),450.0,0
2032-01-04 22:20:03.210235,23,75,176,male,light,2392.5,"RICE CAKES,BROWN RICE,BUCKWHEAT",380,"SPAGHETTI,W/ MEATBALLS,CND",97,"AVOCADOS,RAW,ALL COMM VAR",160,637,"Cycling (stationary, 100W)",405.0,0
2032-01-05 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",289,"CANDIES,TOFFEE,PREPARED-FROM-RECIPE",560,"SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",30,879,"Cycling (hard, 14.1-16 mph)",810.0,0
2032-01-06 22:20:03.210235,23,75,176,male,light,2392.5,"HORMEL ALWAYS TENDER,PORK TENDERLOIN,PEPPERCORN-FLAVORED",110,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",186,"CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT",24,320,Swimming (light),450.0,1
2032-01-07 22:20:03.210235,23,75,176,male,light,2392.5,"MILLET,PUFFED",354,"WOCAS,TUBER,CKD,OR,YEL POND LILY",34,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT",12,400,Raking Leaves,315.00000000000006,0
2032-01-08 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,DK CHOC FUDGE STRIP",479,"CHEESE,LIMBURGER",327,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,CHOC,CKD,GRL",313,1119,Running 5.5 mph (11 min/mile),630.0000000000001,0
2032-01-09 22:20:03.210235,23,75,176,male,light,2392.5,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",529,"BURGER KING,ORIGINAL CHICK SNDWCH",286,"DUCK,DOMESTICATED,LIVER,RAW",136,951,Bathing/Dressing,180.0,0
2032-01-10 22:20:03.210235,23,75,176,male,low,2088.0,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER",331,"BF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",162,"SPAGHETTI,CKD,ENR,W/ SALT",157,650,Weight Training (light),225.0,0
2032-01-11 22:20:03.210235,23,75,176,male,light,2392.5,"SOUP,CRM OF CHICK,CND,COND,RED NA",58,"RICE,WHITE,WITH PASTA,DRY",368,"PORK,CURED,SALT PORK,RAW",748,1174,Child Care (sitting),225.0,0
2032-01-12 22:20:03.210235,23,75,176,male,low,2088.0,"PEPPERS,SWT,GRN,RAW",20,"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",312,"BEEF,RIB EYE RST,BNLS,LP-ON,LN & FT,1/8"" FT,ALL GRD,CKD,RSTD",292,624,Stretching/Yoga,270.0,0
2032-01-13 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SCALLOP,MIXED SPECIES,RAW",69,"CORNMEAL,SELF-RISING,DEGERMED,ENR,WHITE",355,"JERUSALEM-ARTICHOKES,RAW",73,497,"Running (6.6 mph, 9 min/mile)",855.0,1
2032-01-14 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FISH,SALMON,RED,CND,BONES REMOVED (ALASKA NATIVE)",161,"CANDIES,CRISPY BAR W/ PNUT BUTTER FILLING",542,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",48,751,Bathing/Dressing,180.0,0
2032-01-15 22:20:03.210235,23,75,176,male,heavy,3001.5,"EGG,WHITE,RAW,FRZ,PAST",46,"PEPPERS,SWT,RED,SAUTEED",133,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",89,268,"Cycling (stationary, 250W)",990.0,1
2032-01-16 22:20:03.210235,23,75,176,male,light,2392.5,"RESTAURANT,FAMILY STYLE,FRENCH FR",292,"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,EX CHEESY PARTY MIX",473,"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW",201,966,Laundry Folding/Making Bed,180.0,0
2032-01-17 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SEA CUCUMBER,YANE (ALASKA NATIVE)",56,"POTATOES,RUSSET,FLESH & SKN,RAW",79,"CANDIES,MARS SNACKFOOD US,M&M'S CRISPY CHOC CANDIES",475,610,Golf (walking + bag),405.0,0
2032-01-18 22:20:03.210235,23,75,176,male,heavy,3001.5,SILK STRAWBERRY SOY YOGURT,94,"BEAR NAKED,FRUIT & NUT COOKIES",443,"SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND",44,581,Circuit Training,630.0000000000001,1
2032-01-19 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,CHOC CHIP",259,"CRANBERRY SAU,CND,SWTND",151,"T.G.I. FRIDAY'S,CLASSIC SIRLOIN STEAK",185,595,"Cycling (stationary, 50W)",225.0,0
2032-01-20 22:20:03.210235,23,75,176,male,heavy,3001.5,"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",78,"POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH",167,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O",30,275,Sleeping,90.0,0
2032-01-21 22:20:03.210235,23,75,176,male,light,2392.5,"TOMATOES,RED,RIPE,CKD",18,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN&FAT,1/8""FAT,RAW",254,"YOGURT,GREEK,PLN,NONFAT",59,331,Running 5.5 mph (11 min/mile),630.0000000000001,1
2032-01-22 22:20:03.210235,23,75,176,male,mid,2697.0,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",200,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",209,"CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,HONEY ALMOND",369,778,Standing (very light),180.0,0
2032-01-23 22:20:03.210235,23,75,176,male,mid,2697.0,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",450,"BEANS,KIDNEY,RED,MATURE SEEDS,RAW",337,"SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O",35,822,Cooking Food,180.0,0
2032-01-24 22:20:03.210235,23,75,176,male,heavy,3001.5,"BEEF,LOIN,TOP SIRLIN PETITE RST,BNLS,LN,0"" FAT,CHOC,CKD,RSTD",173,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW",140,"KASHI,TLC,PITA CRISPS,SEA SALT",381,694,Child Care (sitting),225.0,0
2032-01-25 22:20:03.210235,23,75,176,male,heavy,3001.5,"CREAM,FLUID,HALF AND HALF",130,"CHARD,SWISS,CKD,BLD,DRND,W/SALT",20,"MILK,CHOC,FLUID,COMM,LOWFAT,W/ ADDED VIT A & VITAMIN D",71,221,"Running (6 mph, 10 min/mile)",720.0,1
2032-01-26 22:20:03.210235,23,75,176,male,mid,2697.0,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K RED BERRIES",357,"MAYONNAISE DRSNG,NO CHOL",688,"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",494,1539,Swimming (light),450.0,0
2032-01-27 22:20:03.210235,23,75,176,male,low,2088.0,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS",105,"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,ENR",362,"KENTUCKY FRIED CHICK,CRISPY CHICK STRIPS",274,741,Sexual Activity (active),135.0,0
2032-01-28 22:20:03.210235,23,75,176,male,mid,2697.0,"BREAD,REDUCED-CALORIE,RYE",203,"RADISHES,RAW",16,"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,CKD,SIMMRD",201,420,Laundry Folding/Making Bed,180.0,0
2032-01-29 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY",366,"WHEY,ACID,DRIED",339,"ROSELLE,RAW",49,754,Stretching/Yoga,270.0,0
2032-01-30 22:20:03.210235,23,75,176,male,heavy,3001.5,"BROTWURST,PORK,BF,LINK",323,"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ 2% MILK",103,"CAMPBELL'S RED&WHITE,98% FAT FREE CRM OF BROCCOLI SOUP,COND",56,482,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2032-01-31 22:20:03.210235,23,75,176,male,light,2392.5,"SYRUPS,MALT",318,"CHEESE FD,COLD PK,AMERICAN",331,"PEPPER,BANANA,RAW",27,676,Standing (very light),180.0,0
2032-02-01 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,CKD W/ H2O,W/ SALT",59,"BURGER KING,DOUBLE CHEESEBURGER",282,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING",494,835,Trimming (manual),315.00000000000006,0
2032-02-02 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"ALCOHOLIC BEV,DISTILLED,RUM,80 PROOF",231,"SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",40,"SNACKS,SUNKIST,SUNKIST FRUIT ROLL,STRAWBERRY,W/VITMNS A,C,&E",342,613,Bathing/Dressing,180.0,0
2032-02-03 22:20:03.210235,23,75,176,male,mid,2697.0,"BEEF POT PIE,FRZ ENTREE,PREP",220,CAMPBELL'S MICROWAVABLE CHICK GRAVY,67,"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",198,485,"Cycling (stationary, 200W)",810.0,1
2032-02-04 22:20:03.210235,23,75,176,male,light,2392.5,"GRAVY,INST TURKEY,DRY",409,"INF FORMULA,NESTLE,GOOD START SOY,W/ DHA & ARA,RTF",64,"BEANS,NAVY,MATURE SEEDS,CND",113,586,Rowing (100W),540.0,0
2032-02-05 22:20:03.210235,23,75,176,male,mid,2697.0,"CHKN,BROLRS OR FRYERS,BRST,SKNLSS,BNLESS,MEAT OLY,ENHCED,RAW",104,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",123,"KEEBLER,GRIPZ,CINN GRAHAMS,BITE-SIZE",415,642,House Cleaning,270.0,0
2032-02-06 22:20:03.210235,23,75,176,male,light,2392.5,"STEW,HOMINY W/ MUTTON (NAVAJO)",83,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND WO/SALT",28,"ORANGE PEEL,RAW",97,208,"Cycling (stationary, 200W)",810.0,1
2032-02-07 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",219,"COOKIES,BUTTER,COMMLY PREP,UNENR",467,"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS",165,851,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,0
2032-02-08 22:20:03.210235,23,75,176,male,mid,2697.0,"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY",364,KASHI BLUEBERRY WAFFLE,192,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",199,755,Running 5.5 mph (11 min/mile),630.0000000000001,0
2032-02-09 22:20:03.210235,23,75,176,male,light,2392.5,"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",141,"CRACKERS,MELBA TOAST,PLN,WO/SALT",390,"SWEET POTATO,CND,MSHD",101,632,Bathing/Dressing,180.0,0
2032-02-10 22:20:03.210235,23,75,176,male,mid,2697.0,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,RAW",166,"BEEF,RND,TOP RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",188,"FAST FOODS,ENG MUFFIN,W/BUTTER",300,654,Trimming (manual),315.00000000000006,0
2032-02-11 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW",144,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",246,"SUNSHINE,CHEEZ-IT,DUOZ SMOKED CHEDDAR MONTEREY JACK CRACKERS",507,897,"Mowing Lawn (walking, power)",360.0,0
2032-02-12 22:20:03.210235,23,75,176,male,low,2088.0,"FAST FOODS,SUNDAE,CARAMEL",196,"APPLES,RAW,GOLDEN DELICIOUS,W/ SKN",57,"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",66,319,"Cycling (stationary, 100W)",405.0,1
2032-02-13 22:20:03.210235,23,75,176,male,heavy,3001.5,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNLESS,LN & FAT,HTD,PAN-BRL",125,"PUDDINGS,TAPIOCA,RTE,FAT FREE",94,"CEREALS RTE,QUAKER,MOTHER'S COCOA BUMPERS",376,595,Sweeping,225.0,0
